R,329,134
S,965,759
R,754,424
S,646,308
R,905,713
R,588,777
R,73,224
S,772,510
R,584,406
R,340,712
R,673,905
R,454,624
S,782,29
S,680,465
S,186,450
R,36,71
R,982,837
S,885,924
S,51,117
R,413,840
S,876,840
S,174,490
S,951,763
R,795,151
S,311,236
S,804,664
S,996,359
R,404,931
S,36,438
S,58,299
S,424,367
S,901,849
S,327,746
S,846,575
S,184,558
R,650,500
S,494,821
R,436,384
S,182,943
R,785,750
R,51,211
R,437,964
R,54,580
R,612,694
S,398,317
S,892,651
S,661,189
S,60,846
S,69,962
R,265,235
R,647,845
S,131,479
S,561,406
S,39,165
S,907,853
S,426,971
S,559,56
S,416,446
R,221,660
S,321,127
R,911,669
R,720,355
S,745,286
S,277,75
S,708,658
R,718,748
S,967,664
S,691,168
S,408,446
S,407,603
R,903,574
S,115,525
S,20,598
R,277,26
R,129,636
R,704,557
R,753,346
R,349,46
S,81,697
S,587,968
R,502,645
R,814,987
R,982,234
S,831,300
S,110,995
R,285,53
R,454,755
S,944,496
S,525,579
S,430,9
S,608,303
R,453,838
S,855,443
S,389,302
R,381,696
S,796,515
R,509,450
R,498,868
R,307,650
S,692,708
R,612,496
R,626,407
S,720,714
R,102,606
R,196,66
S,770,951
R,655,45
R,909,473
S,155,354
S,855,471
S,466,27
S,740,410
R,35,4
S,17,495
S,933,362
S,846,420
R,735,899
S,990,769
R,394,894
S,289,634
R,533,281
R,946,957
R,607,446
S,788,60
S,327,221
R,260,881
R,56,210
R,303,20
S,796,671
S,740,425
R,153,632
S,922,692
R,423,495
S,833,254
R,461,270
S,350,901
S,257,284
R,983,30
S,196,410
R,167,22
S,648,512
S,565,857
R,60,822
R,675,135
S,258,752
S,805,875
S,951,103
R,564,625
R,527,418
S,228,954
S,549,716
R,193,973
R,67,375
R,649,774
S,422,475
S,963,413
R,165,224
S,442,599
S,310,759
R,707,395
R,352,660
S,842,392
R,93,382
R,681,732
R,587,183
R,880,119
S,570,487
R,543,768
R,926,559
S,497,21
S,419,825
S,460,457
S,163,640
S,764,520
S,668,958
S,284,477
R,959,927
R,710,122
R,538,134
S,548,449
R,60,52
S,532,6
S,570,552
S,772,428
S,940,912
R,670,743
S,122,555
S,933,446
R,4,174
S,364,157
S,492,627
S,162,331
S,779,214
S,63,805
R,515,575
R,956,264
S,389,164
R,138,643
S,451,895
S,845,289
S,400,88
R,938,431
S,713,963
S,453,532
R,738,310
R,600,73
S,708,679
S,627,686
S,261,669
S,160,426
S,719,755
R,187,575
R,440,357
S,634,289
R,109,518
R,894,252
R,676,985
R,701,590
S,855,378
R,223,922
S,792,37
R,459,590
R,564,90
R,338,618
S,817,873
S,88,420
S,558,225
R,631,933
R,529,722
S,980,417
S,853,428
R,116,981
R,26,98
R,72,567
S,410,375
R,513,941
S,248,94
S,405,911
R,338,702
R,116,486
R,744,878
R,224,333
S,237,697
S,860,495
R,57,529
S,265,573
S,682,187
S,867,953
R,934,566
R,771,565
R,769,612
S,333,676
R,748,415
S,6,327
R,708,865
S,381,905
S,438,528
R,168,449
S,995,501
R,495,542
S,659,334
S,170,786
S,27,50
R,344,927
S,457,178
R,422,299
S,610,528
S,721,815
R,504,444
S,919,287
R,177,478
S,19,690
R,149,692
S,849,209
R,30,758
R,356,966
R,17,300
S,303,161
S,885,689
S,495,38
S,670,962
R,155,922
S,555,20
R,834,162
S,990,186
R,119,851
S,383,331
S,713,399
R,143,935
R,859,832
S,69,986
R,504,550
S,471,402
S,456,268
R,392,547
R,21,172
R,391,627
R,929,37
S,908,529
S,212,294
R,999,68
S,41,548
S,565,539
R,476,998
S,543,326
R,903,840
R,839,596
R,30,62
S,925,266
R,374,206
R,491,599
S,750,336
S,688,562
S,361,871
R,106,223
R,35,503
R,248,960
R,844,206
S,425,285
R,184,214
R,687,732
S,173,292
S,377,123
S,13,251
R,88,227
S,297,610
S,346,197
R,87,64
R,867,218
R,364,378
S,964,903
R,452,110
R,50,642
S,248,19
R,426,521
R,779,734
R,595,830
R,950,279
S,403,472
R,919,165
R,226,824
S,643,618
R,710,294
R,629,586
S,113,377
S,601,297
R,513,777
R,219,56
R,31,911
S,871,589
S,534,985
S,768,11
S,67,296
R,195,819
R,75,339
R,690,433
R,884,69
R,979,393
R,205,291
R,875,798
R,599,274
R,667,95
R,624,966
S,653,179
R,11,258
S,128,103
R,493,45
R,220,61
S,492,456
S,995,186
S,16,389
R,907,118
S,10,128
R,521,881
S,692,940
R,214,570
R,957,635
R,280,69
R,406,654
R,806,311
S,751,889
S,532,483
R,403,29
S,836,425
S,822,585
R,592,39
R,407,191
R,509,666
R,373,980
S,208,396
R,235,425
S,323,99
R,519,936
R,690,470
R,42,626
R,436,26
S,487,321
R,45,620
R,952,978
S,795,616
S,318,769
S,849,277
S,839,641
S,997,148
R,98,887
R,910,542
R,960,708
S,518,377
R,127,118
S,25,157
S,331,874
R,386,954
S,292,964
R,297,237
R,570,516
R,335,294
R,357,403
R,56,262
R,96,187
R,823,491
S,1,973
S,565,392
R,953,60
S,436,619
S,551,728
R,918,764
R,606,950
S,852,101
S,890,121
R,698,15
R,809,964
R,940,546
S,246,236
R,820,884
S,823,998
R,657,78
S,45,658
R,604,405
R,14,722
R,289,518
R,307,411
R,920,894
S,252,408
R,776,244
S,730,139
R,312,126
R,513,43
R,135,619
R,227,345
S,287,818
S,411,971
R,719,577
S,706,530
R,565,408
R,676,951
S,307,769
S,860,141
R,297,669
R,346,455
S,74,178
R,416,511
R,684,203
R,203,336
R,252,560
S,607,222
S,969,659
R,730,9
R,620,525
R,905,563
R,936,275
R,762,27
R,892,51
S,982,985
S,210,851
S,262,69
R,615,752
R,661,434
S,918,26
R,291,580
S,799,391
R,444,424
S,850,72
R,387,74
R,494,311
R,509,640
S,390,656
R,95,278
S,954,866
R,466,819
R,826,709
S,520,865
R,34,564
S,781,959
R,599,941
R,554,529
S,405,158
S,598,571
S,795,517
S,413,534
S,626,462
S,321,151
R,878,387
R,113,145
R,209,781
S,795,881
S,386,394
S,757,429
S,152,412
R,921,20
S,207,350
R,300,349
S,178,380
R,397,531
R,220,564
R,485,509
R,883,241
R,102,820
R,930,861
S,238,813
R,750,466
R,35,167
R,930,519
R,68,832
R,247,815
R,132,701
R,919,128
R,666,291
R,708,855
S,510,478
S,494,80
S,499,145
R,990,414
R,488,747
S,194,761
S,693,554
R,862,607
R,590,106
S,284,318
S,716,964
R,338,916
S,562,847
S,87,405
S,472,410
R,958,143
R,433,823
R,465,42
S,701,264
R,183,75
S,49,304
R,926,970
S,565,433
R,476,844
S,45,909
R,327,73
S,892,832
S,365,88
R,851,870
R,704,632
R,191,98
R,445,776
S,187,659
R,774,814
R,785,469
S,340,703
S,932,697
R,535,762
S,140,42
S,149,286
S,788,814
S,844,995
S,153,749
R,279,554
S,627,486
S,25,964
R,932,245
R,86,3
R,525,479
S,118,982
S,350,415
R,241,289
R,234,754
R,702,676
R,744,909
S,774,949
S,172,72
R,28,781
S,914,780
S,26,577
S,45,532
S,725,106
S,221,843
R,909,237
R,530,864
R,168,749
R,283,583
R,825,943
R,959,767
S,642,113
R,161,147
R,11,518
S,608,81
R,7,12
S,13,213
R,707,228
R,426,357
R,555,902
S,154,348
R,622,349
S,20,960
R,566,12
S,830,790
R,747,0
S,381,604
R,877,486
S,564,917
R,962,273
R,347,109
S,45,361
S,754,361
R,423,896
S,933,244
R,83,913
S,833,9
S,518,346
S,942,566
R,143,871
R,268,699
R,729,977
R,175,719
S,599,235
R,816,971
R,69,923
S,759,0
S,328,486
S,15,328
S,587,244
R,121,472
R,791,807
S,176,50
R,882,449
S,698,878
S,397,160
S,766,64
R,625,34
R,766,932
R,217,676
S,931,750
S,346,491
S,638,903
R,671,703
R,890,835
R,834,352
S,352,867
S,638,810
S,54,600
R,390,298
R,700,475
R,951,225
R,41,773
S,911,9
S,966,919
S,378,979
R,925,174
S,158,400
S,620,702
S,435,294
S,761,250
R,890,232
R,245,779
S,601,196
R,953,228
R,182,578
R,212,548
S,855,190
R,189,298
R,984,677
R,705,76
S,732,667
R,899,651
R,364,304
S,666,731
R,213,212
R,419,798
R,159,996
R,187,595
S,522,976
R,192,445
R,527,745
S,263,755
S,37,399
R,94,888
R,360,892
R,273,137
S,790,630
R,876,990
S,873,194
R,580,544
S,796,326
R,792,767
R,237,491
S,587,393
R,975,512
R,233,68
R,342,77
S,309,382
S,417,113
R,101,256
S,724,556
R,121,74
R,51,814
S,831,376
R,58,411
R,914,772
S,659,317
R,492,181
S,169,98
R,584,610
S,890,799
R,179,291
S,814,749
S,395,465
R,236,709
S,823,98
S,623,244
S,756,547
R,193,822
R,954,385
R,852,708
R,361,626
S,736,187
R,791,490
R,576,161
R,221,952
S,371,920
S,468,432
S,382,662
S,426,257
S,198,847
S,834,222
R,248,851
S,356,792
S,337,682
S,299,97
R,730,506
R,395,743
R,389,868
S,703,205
R,429,806
S,972,586
S,979,532
R,683,998
S,448,504
S,989,482
S,368,127
S,55,837
S,185,87
S,299,383
R,485,154
S,617,978
R,889,899
R,546,527
S,762,801
R,203,320
S,726,127
R,640,203
S,938,583
S,534,332
R,866,128
R,430,497
R,762,818
S,274,839
R,312,998
R,996,932
R,348,138
S,715,347
S,982,695
S,616,839
S,280,590
S,673,106
S,398,402
S,451,9
R,753,714
S,828,114
S,351,6
R,232,1
R,381,313
R,586,941
S,185,952
S,322,515
R,807,523
R,471,997
R,374,123
R,616,323
S,679,52
S,712,413
R,91,903
R,136,606
R,232,553
R,12,930
S,774,680
S,846,761
S,650,111
R,279,560
S,721,474
S,654,377
R,574,114
S,692,953
R,996,294
S,326,41
S,95,951
R,710,280
S,841,404
S,929,977
R,336,694
S,91,420
S,385,845
S,57,859
S,704,519
R,310,224
S,492,803
R,724,498
S,402,224
S,407,823
S,742,799
R,498,875
R,529,96
S,481,549
R,812,575
R,336,174
S,745,923
S,400,976
S,686,930
S,340,197
R,489,579
S,557,949
R,527,961
R,302,650
S,412,247
S,248,367
R,383,404
R,839,672
R,214,138
S,961,203
R,250,598
R,209,944
S,556,267
R,803,911
S,889,223
S,59,620
R,460,117
S,109,536
S,190,548
R,639,943
R,604,890
R,45,387
S,708,476
R,81,579
R,270,761
S,315,651
R,677,49
R,534,133
S,937,48
S,304,625
R,958,225
S,527,923
R,459,544
R,218,466
R,373,953
S,369,357
S,994,292
S,933,690
S,323,93
R,978,25
R,466,517
R,343,710
R,515,870
R,81,888
R,512,246
R,959,767
R,722,168
S,346,423
S,877,998
S,107,747
R,289,951
R,462,264
S,151,663
S,574,629
S,358,822
R,667,854
R,753,98
S,114,988
R,305,659
R,333,720
R,779,685
R,663,402
R,914,962
R,432,44
S,468,587
S,936,699
S,272,85
S,97,37
R,987,846
R,254,213
R,339,477
R,824,351
S,534,963
R,787,54
S,435,559
R,748,295
R,905,961
R,29,689
S,938,454
R,27,360
S,504,80
S,574,907
S,212,728
R,692,672
S,632,970
S,292,402
R,63,664
S,27,209
R,71,545
S,305,596
S,77,800
S,920,387
R,100,549
R,377,621
S,918,561
R,933,550
R,329,103
R,635,555
R,651,553
S,442,766
R,837,768
S,911,180
S,5,295
S,431,455
R,62,311
R,266,967
R,700,829
R,389,808
R,851,291
S,25,864
S,595,683
S,513,964
R,448,549
R,176,276
S,377,860
R,702,75
S,739,944
R,685,428
S,723,959
R,214,407
S,395,472
S,741,439
R,404,253
R,365,658
R,736,733
R,202,288
R,982,73
S,266,685
S,461,466
R,489,591
R,834,617
R,402,748
S,842,502
S,396,475
S,932,552
R,11,653
R,614,575
R,192,613
S,370,53
S,418,927
S,882,317
R,445,784
R,915,163
R,465,758
S,889,458
R,597,892
R,564,30
R,129,117
S,219,388
R,307,825
S,670,695
S,991,85
R,417,701
R,586,553
S,803,372
S,54,937
R,890,191
R,631,582
S,31,527
S,682,412
S,484,791
S,300,19
S,907,241
S,932,18
S,383,877
R,801,655
S,284,187
R,183,740
R,291,749
S,833,140
S,298,905
R,621,439
R,361,461
R,430,973
R,573,356
R,902,36
R,671,763
S,210,933
S,498,522
R,671,705
S,533,859
R,204,509
S,651,891
R,363,118
S,453,50
R,539,813
S,717,963
S,529,317
R,656,258
R,690,524
R,163,479
R,945,88
R,338,658
R,576,555
R,600,358
S,76,198
R,519,136
S,475,963
R,97,701
R,175,328
S,776,614
S,624,7
S,216,887
R,891,62
S,974,655
R,729,340
R,629,160
S,13,695
R,55,300
S,699,860
R,439,116
S,165,853
R,149,296
S,139,922
S,72,128
S,373,87
R,444,204
S,53,40
R,87,132
R,680,336
R,332,351
S,25,229
S,927,652
R,84,629
R,756,550
R,746,58
R,973,26
R,909,875
S,792,988
S,700,803
R,599,146
R,152,78
S,393,182
R,274,491
S,127,442
R,544,887
S,923,334
R,393,496
S,303,19
S,313,197
S,548,913
R,796,13
R,350,160
S,639,892
R,303,343
S,652,950
S,72,762
S,409,139
S,856,23
S,884,134
R,76,253
R,584,151
R,203,477
S,655,693
R,183,211
R,702,813
R,685,489
S,934,310
S,599,219
R,285,517
R,340,68
R,226,732
S,690,86
R,69,114
R,723,857
S,522,796
S,476,262
S,576,150
S,557,606
S,306,109
R,30,682
S,22,802
S,954,982
R,208,260
R,428,274
S,417,354
R,399,829
S,988,316
R,159,188
R,780,895
S,192,999
S,467,899
R,673,889
R,349,895
S,225,565
S,312,576
S,328,992
S,123,399
S,290,29
S,248,169
S,409,92
R,926,664
R,40,237
R,704,313
S,998,388
R,602,871
S,96,115
R,101,637
R,506,487
S,863,567
S,407,164
R,480,111
R,720,201
S,33,345
S,557,879
R,772,940
R,500,655
S,262,283
S,760,917
R,437,185
R,977,627
R,625,567
S,557,920
R,855,323
R,26,604
S,763,90
R,817,661
S,48,939
S,516,422
R,392,829
R,141,271
S,147,927
R,344,289
R,605,520
S,792,753
R,90,142
S,55,40
R,84,890
S,190,896
S,239,252
S,509,681
S,593,117
S,7,963
S,903,51
R,936,812
R,629,359
S,58,232
S,148,563
R,546,473
R,572,747
R,192,68
R,965,120
R,330,251
S,917,766
R,213,382
R,68,529
R,298,443
S,973,429
S,512,600
R,587,553
R,433,826
R,233,219
S,636,363
R,916,750
R,255,438
R,390,305
R,528,7
R,604,383
R,625,984
R,438,686
R,17,52
S,772,115
S,395,224
S,938,974
S,7,831
R,564,244
S,522,998
R,782,543
S,940,284
R,923,963
R,924,582
R,366,598
R,369,93
R,543,949
S,934,55
S,851,600
R,355,212
R,541,666
S,277,752
R,953,29
S,410,67
S,430,166
S,873,527
R,904,366
R,419,69
S,919,544
S,907,512
S,85,7
S,187,176
R,243,825
R,560,78
R,661,160
R,27,674
R,95,791
R,13,721
R,718,653
R,188,365
S,433,311
R,138,380
S,569,766
R,224,841
R,670,232
R,875,737
S,511,24
S,207,540
S,63,932
R,593,612
R,159,146
R,683,168
R,567,522
R,600,105
S,826,916
S,83,961
S,164,118
S,873,506
R,979,546
R,44,353
S,607,275
S,400,897
R,150,358
S,542,27
R,609,151
S,120,87
R,244,491
S,194,720
R,20,732
S,162,951
R,248,774
S,474,993
R,516,86
R,492,137
R,274,119
R,960,361
R,168,336
R,694,814
S,101,998
R,8,878
S,777,73
R,696,101
S,518,392
S,170,469
S,253,725
S,855,489
R,627,888
S,807,791
R,472,430
S,78,279
R,886,338
S,989,155
S,961,873
R,929,279
S,405,803
R,749,409
R,540,621
S,509,742
R,368,980
S,610,752
S,881,373
S,59,877
R,182,693
S,612,381
R,24,695
S,708,259
S,19,855
S,930,106
S,822,493
R,814,618
S,634,274
S,462,598
S,737,793
S,261,800
S,43,741
S,947,550
R,645,670
S,541,76
S,450,3
R,665,24
S,296,945
R,987,90
S,372,426
R,81,479
S,88,662
S,563,61
S,454,280
R,44,192
R,511,727
S,115,824
S,52,150
R,725,856
R,592,71
S,135,626
R,530,390
R,735,904
R,689,293
S,798,27
R,274,673
R,545,262
R,484,844
R,802,87
S,315,473
S,15,65
S,340,911
S,997,382
R,67,973
R,578,192
S,9,738
S,430,318
S,145,43
R,855,760
S,559,76
S,627,678
S,977,183
R,868,249
S,145,848
S,465,287
R,117,170
S,982,67
S,318,610
S,446,377
R,300,670
R,745,258
R,37,575
R,232,511
R,385,877
S,935,611
R,427,13
S,46,336
R,347,650
R,322,178
R,46,529
S,844,451
R,676,823
S,100,690
R,52,416
S,980,982
R,889,837
S,155,736
S,117,829
S,23,379
R,413,251
R,395,420
S,122,121
S,292,656
R,482,341
S,283,604
S,528,273
S,783,713
R,709,589
R,601,727
S,117,393
R,755,292
R,557,127
R,953,955
R,398,910
S,658,209
S,824,863
S,904,452
R,434,426
R,608,884
S,345,349
S,840,986
R,567,104
R,616,777
S,777,984
S,372,909
R,599,950
S,398,874
S,793,97
S,371,96
R,622,947
S,404,79
R,266,854
S,97,639
R,467,486
S,976,923
S,658,167
S,721,318
R,921,22
S,930,951
R,388,493
R,231,511
R,864,928
S,132,918
S,986,270
R,25,975
R,981,347
S,714,109
R,337,102
R,998,703
R,523,192
R,136,740
R,480,447
S,159,922
R,228,76
S,955,412
S,454,833
R,338,23
S,440,495
R,736,695
S,112,844
R,877,741
S,904,343
S,192,527
R,876,410
S,943,53
R,912,358
R,125,764
R,462,362
R,122,409
R,783,163
S,230,822
R,156,599
R,645,480
S,764,164
S,886,739
S,119,863
S,94,826
S,887,305
S,411,613
S,729,671
R,716,750
S,56,467
R,451,715
R,133,372
S,667,334
S,872,667
S,120,235
S,367,28
S,521,243
S,483,767
S,92,513
R,553,875
S,565,411
S,367,175
R,600,430
S,927,569
S,7,475
S,843,806
R,854,855
S,657,585
R,874,475
S,231,572
S,14,145
R,362,53
S,334,661
S,44,328
R,725,134
S,145,77
R,91,232
S,751,563
S,138,167
R,428,910
S,904,223
S,903,87
R,883,934
R,371,807
R,144,90
S,968,743
S,588,135
R,392,726
S,374,902
S,668,992
R,871,723
R,505,553
S,24,390
S,318,493
R,231,576
R,519,137
R,558,901
S,890,464
S,758,304
R,47,817
R,366,622
S,60,900
R,919,315
S,267,164
R,640,18
R,459,864
R,590,268
S,748,892
S,196,165
R,858,70
R,291,398
R,37,767
S,716,990
S,915,441
S,597,569
R,823,732
S,203,841
R,864,37
R,11,797
R,293,4
S,725,627
R,24,816
S,30,521
S,619,91
S,80,337
R,186,326
R,282,697
R,224,437
S,536,782
R,8,162
R,499,434
S,677,645
R,601,303
R,459,976
S,852,674
R,969,641
R,901,132
R,295,57
R,995,185
R,530,161
S,509,701
S,275,469
R,849,518
S,994,575
R,716,446
S,904,76
R,597,768
S,596,400
R,703,705
S,108,480
R,240,642
S,313,256
S,33,271
R,481,746
S,563,649
S,892,148
S,819,746
S,966,685
S,836,909
R,694,913
R,369,906
S,962,24
S,504,66
S,102,274
R,223,626
R,680,644
S,290,842
R,481,886
R,514,286
S,276,405
R,546,848
S,570,512
S,587,636
R,768,454
R,553,195
R,702,520
S,870,267
S,499,869
R,472,750
S,14,311
R,969,964
S,471,62
S,760,240
R,290,904
R,56,692
R,333,859
R,147,781
R,615,777
R,629,588
S,823,496
R,970,480
R,716,617
S,764,765
S,962,212
S,857,539
S,927,795
R,957,43
R,878,148
S,765,253
S,919,457
R,899,525
R,788,762
R,677,94
R,565,844
R,681,165
S,435,539
R,686,386
R,788,847
R,180,858
S,606,687
R,992,152
S,698,476
R,372,360
S,573,673
S,166,549
R,682,998
R,388,225
R,335,989
S,963,378
R,176,293
S,664,178
R,457,81
S,840,527
S,768,408
S,190,604
S,702,804
R,954,826
S,243,733
R,342,926
S,970,492
S,808,664
S,487,276
S,595,340
R,316,148
R,498,359
S,401,962
S,419,974
R,720,794
S,924,989
S,642,569
R,579,262
S,647,446
S,338,777
R,51,36
S,676,655
R,916,718
R,422,964
S,366,855
S,938,119
R,915,166
R,725,275
S,843,293
R,866,306
R,975,645
S,632,980
R,884,636
S,979,531
R,656,595
R,751,91
R,318,484
R,590,278
R,64,639
R,255,856
R,340,197
R,696,31
R,129,677
R,395,134
S,193,389
R,78,497
S,149,156
R,200,354
R,842,328
R,591,68
S,96,14
R,659,414
R,854,346
R,861,182
R,326,248
S,222,9
R,219,56
R,517,381
R,861,193
S,551,45
S,174,965
S,927,614
S,535,72
R,153,949
R,510,344
R,119,197
S,910,206
R,315,689
S,909,27
R,905,817
R,499,618
R,655,656
R,484,894
R,220,475
S,230,651
S,38,200
S,690,266
S,181,187
R,836,952
S,870,364
R,705,1
R,116,479
S,151,619
R,237,187
S,262,178
S,635,145
S,944,677
S,935,329
R,939,580
S,659,340
S,169,643
S,436,156
S,810,784
R,161,379
R,186,125
R,973,533
R,312,720
S,966,486
S,179,895
S,732,969
R,931,14
S,348,650
R,521,889
R,571,108
S,194,885
R,476,547
S,158,809
S,605,121
R,511,540
S,916,600
S,673,697
S,841,783
R,115,689
S,581,28
R,999,290
S,534,379
R,799,858
S,275,252
R,733,71
R,448,902
R,19,30
R,718,506
S,484,647
R,399,716
R,133,954
R,278,893
S,903,858
S,568,88
R,847,736
R,459,291
S,779,140
R,365,47
S,461,946
R,570,28
R,91,912
R,160,312
S,881,988
R,899,28
R,816,508
R,598,628
S,205,648
S,415,836
S,881,506
S,526,255
R,485,34
R,160,157
S,565,262
R,664,315
S,870,987
R,248,811
S,474,915
S,802,254
R,879,220
S,683,210
S,584,393
R,470,200
R,18,728
R,865,592
S,176,529
R,855,3
R,319,660
R,387,367
S,554,273
S,250,254
S,982,371
S,911,828
R,216,258
S,530,464
S,782,969
S,807,217
S,77,654
R,691,974
S,383,209
S,795,211
R,456,280
R,232,897
R,704,810
S,519,633
R,211,12
R,737,135
S,614,116
S,591,42
S,43,45
S,268,900
S,347,136
S,734,473
S,411,533
R,755,172
S,446,398
S,14,88
S,833,919
R,582,512
S,540,408
S,26,206
R,565,416
R,423,395
S,778,468
S,792,623
S,938,644
R,780,568
R,142,103
R,346,438
S,842,917
S,354,594
S,858,140
S,819,465
S,410,7
S,140,967
S,747,955
R,63,41
S,511,607
R,107,626
S,468,807
R,179,781
S,763,161
R,863,492
S,346,568
S,43,130
S,304,368
S,876,342
S,500,519
S,258,761
R,208,208
S,64,789
R,858,192
R,308,821
S,751,655
S,616,378
S,758,657
R,336,887
S,141,914
R,659,533
R,699,793
S,881,608
R,60,45
S,678,133
R,840,20
S,27,666
R,666,730
R,126,191
S,793,587
S,227,363
R,843,35
S,84,825
R,179,536
R,48,415
S,935,626
S,10,18
S,522,407
S,789,10
R,371,629
S,76,792
S,289,992
R,808,31
R,927,711
S,666,901
R,356,584
R,420,895
R,635,681
S,130,766
S,181,295
R,827,465
S,791,408
R,530,49
R,602,949
S,520,522
S,645,696
R,451,443
S,216,878
S,376,594
R,509,695
R,889,564
S,598,981
S,208,115
S,725,796
R,366,912
R,936,292
R,610,326
S,67,621
R,751,290
R,957,17
S,417,836
R,609,112
S,47,422
S,664,892
R,644,357
R,299,777
S,143,860
S,432,172
S,456,257
R,599,139
R,943,540
S,820,42
S,805,505
S,618,170
S,733,674
R,455,166
R,666,729
R,323,556
R,908,704
R,339,229
R,101,172
R,518,504
S,617,994
S,797,244
R,99,244
S,248,582
R,287,410
S,429,870
S,565,780
S,58,342
R,930,80
S,241,633
S,995,476
S,724,613
R,784,158
S,861,991
R,315,161
R,135,314
S,212,190
R,513,521
S,450,310
R,374,687
S,484,832
R,558,965
R,291,891
S,546,131
S,554,707
S,494,728
S,181,360
S,713,436
S,375,983
R,151,478
S,334,382
R,819,938
S,435,301
